num_Oden;IdProducto;IdCliente;Cantidad;Porcentaje_Descuento;Fecha Orden;Fecha Entrega Acordada;Fecha Entrega
OPT05390-52022;490;12685;38;1;20/5/2022;23/5/2022;26/5/2022
OPT05391-62022;388;21794;64;0;12/6/2022;15/6/2022;23/6/2022
OPT05392-52022;479;20914;25;3;24/5/2022;30/5/2022;30/5/2022
OPT05393-42022;479;26257;13;0;14/4/2022;17/4/2022;20/4/2022
OPT05394-112021;222;12644;31;5;27/11/2021;5/12/2021;6/12/2021
OPT05395-12022;528;11712;1;6;4/1/2022;10/1/2022;12/1/2022
OPT05396-72020;313;24671;7;3;30/7/2020;31/7/2020;10/8/2020
OPT05397-52022;528;11221;3;8;28/5/2022;3/6/2022;7/6/2022
OPT05398-12021;321;15367;46;8;2/1/2021;4/1/2021;11/1/2021
OPT05399-32022;590;19338;59;5;28/3/2022;1/4/2022;6/4/2022
OPT05400-42022;234;25774;52;2;15/4/2022;18/4/2022;20/4/2022
OPT05401-12022;353;12608;50;7;26/1/2022;30/1/2022;6/2/2022
OPT05402-22022;485;11223;17;4;15/2/2022;19/2/2022;21/2/2022
OPT05403-72022;484;13159;49;0;26/7/2022;30/7/2022;1/8/2022
OPT05404-62022;363;11044;30;1;15/6/2022;17/6/2022;25/6/2022
OPT05405-92021;528;17882;1;7;11/9/2021;17/9/2021;17/9/2021
OPT05406-32022;484;11331;11;0;6/3/2022;11/3/2022;11/3/2022
OPT05407-82022;489;16133;8;6;3/8/2022;6/8/2022;12/8/2022
OPT05408-32022;480;14058;39;0;15/3/2022;20/3/2022;23/3/2022
OPT05409-62020;320;25926;51;4;15/6/2020;17/6/2020;22/6/2020
OPT05410-62022;539;14073;7;6;1/6/2022;10/6/2022;10/6/2022
OPT05411-102021;535;13698;41;8;2/10/2021;9/10/2021;11/10/2021
OPT05412-122021;484;12271;35;1;28/12/2021;1/1/2022;3/1/2022
OPT05413-22022;222;28557;21;2;20/2/2022;21/2/2022;25/2/2022
OPT05414-32022;465;16666;28;5;7/3/2022;8/3/2022;17/3/2022
OPT05415-122021;528;18763;12;3;25/12/2021;31/12/2021;31/12/2021
OPT05416-72022;361;13546;4;8;23/7/2022;30/7/2022;30/7/2022
OPT05417-32022;541;28453;7;3;15/3/2022;20/3/2022;23/3/2022
OPT05418-102021;361;11097;6;4;26/10/2021;31/10/2021;31/10/2021
OPT05419-62022;562;13117;20;3;20/6/2022;21/6/2022;26/6/2022
OPT05420-12022;529;11169;20;6;5/1/2022;14/1/2022;16/1/2022
OPT05421-122021;477;12557;2;5;17/12/2021;18/12/2021;22/12/2021
OPT05422-82022;484;24885;2;4;22/8/2022;27/8/2022;30/8/2022
OPT05423-22022;480;14724;2;3;1/2/2022;2/2/2022;8/2/2022
OPT05424-112021;536;23732;17;8;15/11/2021;17/11/2021;21/11/2021
OPT05425-62022;581;19284;6;6;9/6/2022;17/6/2022;19/6/2022
OPT05426-32022;478;15084;41;6;8/3/2022;14/3/2022;18/3/2022
OPT05427-22022;478;12332;34;6;3/2/2022;8/2/2022;10/2/2022
OPT05428-82022;314;27623;54;8;22/8/2022;25/8/2022;30/8/2022
OPT05429-12022;536;12766;10;1;15/1/2022;16/1/2022;20/1/2022
OPT05430-62022;217;21892;56;0;8/6/2022;15/6/2022;17/6/2022
OPT05431-72022;480;16034;12;8;6/7/2022;10/7/2022;12/7/2022
OPT05432-92021;480;11531;25;2;20/9/2021;25/9/2021;27/9/2021
OPT05433-122021;384;23907;40;6;15/12/2021;23/12/2021;23/12/2021
OPT05434-22020;344;25979;31;1;19/2/2020;26/2/2020;1/3/2020
OPT05435-102021;529;11078;12;5;17/10/2021;23/10/2021;28/10/2021
OPT05436-102021;587;16696;56;7;17/10/2021;22/10/2021;26/10/2021
OPT05437-42022;605;24179;12;7;16/4/2022;18/4/2022;25/4/2022
OPT05438-62022;480;11262;44;5;23/6/2022;27/6/2022;29/6/2022
OPT05439-62022;541;26578;10;8;8/6/2022;14/6/2022;18/6/2022
OPT05440-32022;480;11214;41;1;26/3/2022;4/4/2022;6/4/2022
OPT05441-92021;572;25743;17;5;24/9/2021;28/9/2021;29/9/2021
OPT05442-72022;537;16287;13;2;11/7/2022;14/7/2022;21/7/2022
OPT05443-22022;480;19958;59;4;7/2/2022;12/2/2022;17/2/2022
OPT05444-122020;327;26189;1;3;9/12/2020;11/12/2020;17/12/2020
OPT05445-62022;477;13154;25;1;16/6/2022;19/6/2022;24/6/2022
OPT05446-12022;484;16463;43;0;21/1/2022;27/1/2022;29/1/2022
OPT05447-82022;214;19104;63;8;31/8/2022;10/9/2022;11/9/2022
OPT05448-22022;217;22553;36;5;15/2/2022;20/2/2022;20/2/2022
OPT05449-32022;528;15483;31;5;19/3/2022;25/3/2022;26/3/2022
OPT05450-22022;234;12933;45;1;8/2/2022;16/2/2022;18/2/2022
OPT05451-102021;384;19678;48;7;31/10/2021;1/11/2021;6/11/2021
OPT05452-72022;529;25149;61;0;11/7/2022;14/7/2022;17/7/2022
OPT05453-32022;539;11176;2;1;28/3/2022;30/3/2022;2/4/2022
OPT05454-72022;529;24515;22;2;31/7/2022;5/8/2022;7/8/2022
OPT05455-72022;359;17264;3;0;2/7/2022;9/7/2022;11/7/2022
OPT05456-102021;489;12490;54;1;28/10/2021;30/10/2021;5/11/2021
OPT05457-112021;535;16474;57;0;7/11/2021;13/11/2021;14/11/2021
OPT05458-62022;479;27907;43;5;4/6/2022;11/6/2022;14/6/2022
OPT05459-122021;477;24729;12;7;29/12/2021;1/1/2022;7/1/2022
OPT05460-102021;482;22023;52;7;30/10/2021;8/11/2021;10/11/2021
OPT05461-42022;486;15975;17;0;29/4/2022;2/5/2022;7/5/2022
OPT05462-32022;476;19804;23;6;13/3/2022;18/3/2022;18/3/2022
OPT05463-72022;214;26984;50;3;18/7/2022;23/7/2022;24/7/2022
OPT05464-52022;588;14701;16;8;16/5/2022;20/5/2022;25/5/2022
OPT05465-92022;541;12945;41;3;5/9/2022;8/9/2022;13/9/2022
OPT05466-32022;479;18186;1;8;18/3/2022;23/3/2022;25/3/2022
OPT05467-112021;479;11387;64;6;11/11/2021;18/11/2021;20/11/2021
OPT05468-62022;475;11501;64;5;20/6/2022;21/6/2022;28/6/2022
OPT05469-122021;225;12321;52;2;18/12/2021;24/12/2021;24/12/2021
OPT05470-62022;585;11417;30;3;12/6/2022;19/6/2022;19/6/2022
OPT05471-52022;484;12970;4;5;12/5/2022;19/5/2022;19/5/2022
OPT05472-102021;584;26758;38;3;21/10/2021;24/10/2021;26/10/2021
OPT05473-12022;225;12960;58;5;6/1/2022;12/1/2022;15/1/2022
OPT05474-82022;463;26637;8;1;13/8/2022;16/8/2022;18/8/2022
OPT05475-22022;589;14137;41;1;8/2/2022;11/2/2022;15/2/2022
OPT05476-82021;487;11316;9;0;24/8/2021;31/8/2021;2/9/2021
OPT05477-72022;537;14244;24;1;31/7/2022;3/8/2022;11/8/2022
OPT05478-12022;374;20476;62;4;12/1/2022;16/1/2022;21/1/2022
OPT05479-102021;477;21698;55;3;27/10/2021;30/10/2021;1/11/2021
OPT05480-22022;465;13827;35;1;26/2/2022;27/2/2022;8/3/2022
OPT05481-42022;583;26386;37;0;4/4/2022;8/4/2022;15/4/2022
OPT05482-32022;488;13249;37;2;2/3/2022;5/3/2022;11/3/2022
OPT05483-92022;346;11026;47;5;3/9/2022;5/9/2022;9/9/2022
OPT05484-102021;528;16750;33;2;31/10/2021;8/11/2021;10/11/2021
OPT05485-32022;541;23766;2;3;12/3/2022;18/3/2022;21/3/2022
OPT05486-22022;474;16584;55;6;22/2/2022;25/2/2022;5/3/2022
OPT05487-62022;357;20035;4;7;21/6/2022;30/6/2022;2/7/2022
OPT05488-82022;473;20275;31;0;24/8/2022;29/8/2022;2/9/2022
OPT05489-52022;484;14488;47;5;20/5/2022;30/5/2022;30/5/2022
OPT05490-22022;594;15893;65;4;2/2/2022;7/2/2022;12/2/2022
OPT05491-12022;487;15082;11;6;11/1/2022;13/1/2022;21/1/2022
OPT05492-12021;381;19337;55;4;20/1/2021;25/1/2021;27/1/2021
OPT05493-92021;357;11481;42;2;2/9/2021;10/9/2021;12/9/2021
OPT05494-92021;480;17994;62;7;28/9/2021;1/10/2021;5/10/2021
OPT05495-102021;537;12159;65;8;6/10/2021;7/10/2021;15/10/2021
OPT05496-42022;487;15998;11;0;19/4/2022;23/4/2022;26/4/2022
OPT05497-42022;591;13705;42;7;4/4/2022;9/4/2022;12/4/2022
OPT05498-72022;528;16099;17;5;10/7/2022;17/7/2022;18/7/2022
OPT05499-72022;228;24560;4;3;31/7/2022;3/8/2022;5/8/2022
OPT05500-12022;535;14096;61;5;21/1/2022;29/1/2022;1/2/2022
OPT05501-52022;535;25860;46;8;7/5/2022;9/5/2022;17/5/2022
OPT05502-72022;480;11314;39;7;14/7/2022;18/7/2022;22/7/2022
OPT05503-12022;480;20220;35;0;16/1/2022;18/1/2022;22/1/2022
OPT05504-62022;537;12175;62;5;28/6/2022;4/7/2022;6/7/2022
OPT05505-62022;477;20392;60;8;8/6/2022;13/6/2022;16/6/2022
OPT05506-22022;225;25975;64;8;25/2/2022;4/3/2022;8/3/2022
OPT05507-12022;477;22319;26;0;4/1/2022;7/1/2022;15/1/2022
OPT05508-22022;463;16506;23;7;12/2/2022;21/2/2022;22/2/2022
OPT05509-72022;535;11215;56;3;26/7/2022;29/7/2022;2/8/2022
OPT05510-42022;390;26019;2;8;18/4/2022;19/4/2022;29/4/2022
OPT05511-62022;577;25997;54;0;6/6/2022;14/6/2022;17/6/2022
OPT05512-102021;537;11883;52;7;3/10/2021;6/10/2021;12/10/2021
OPT05513-72022;372;22198;16;8;11/7/2022;13/7/2022;22/7/2022
OPT05514-62022;480;29101;52;3;11/6/2022;15/6/2022;20/6/2022
OPT05515-72022;537;19340;12;4;19/7/2022;23/7/2022;25/7/2022
OPT05516-62022;477;12618;62;8;25/6/2022;26/6/2022;1/7/2022
OPT05517-82022;480;12803;10;6;26/8/2022;1/9/2022;6/9/2022
OPT05518-42022;477;18425;60;7;22/4/2022;25/4/2022;3/5/2022
OPT05519-92022;225;18505;38;8;1/9/2022;9/9/2022;12/9/2022
OPT05520-92021;477;21647;55;1;22/9/2021;28/9/2021;3/10/2021
OPT05521-82022;480;11309;33;4;16/8/2022;21/8/2022;21/8/2022
OPT05522-122021;376;16411;14;1;12/12/2021;16/12/2021;17/12/2021
OPT05523-72021;343;15964;18;8;19/7/2021;24/7/2021;30/7/2021
OPT05524-52020;349;26012;57;8;19/5/2020;23/5/2020;26/5/2020
OPT05525-62022;541;26574;16;8;21/6/2022;24/6/2022;1/7/2022
OPT05526-52022;530;26695;28;3;1/5/2022;4/5/2022;6/5/2022
OPT05527-92020;377;13269;49;5;23/9/2020;28/9/2020;30/9/2020
OPT05528-62022;465;24092;52;0;12/6/2022;14/6/2022;17/6/2022
OPT05529-82022;480;11091;29;6;1/8/2022;8/8/2022;12/8/2022
OPT05530-42022;528;26074;35;7;6/4/2022;11/4/2022;12/4/2022
OPT05531-32022;490;15142;43;5;24/3/2022;26/3/2022;30/3/2022
OPT05532-82021;380;22822;55;5;12/8/2021;13/8/2021;21/8/2021
OPT05533-52022;480;12106;49;4;23/5/2022;26/5/2022;30/5/2022
OPT05534-32022;580;20709;28;4;17/3/2022;20/3/2022;24/3/2022
OPT05535-12022;237;20372;7;6;22/1/2022;26/1/2022;2/2/2022
OPT05536-12022;571;16758;34;8;14/1/2022;17/1/2022;25/1/2022
OPT05537-12022;487;19785;61;4;6/1/2022;11/1/2022;11/1/2022
OPT05538-42022;222;29199;35;6;17/4/2022;19/4/2022;27/4/2022
OPT05539-32022;529;24732;36;5;17/3/2022;18/3/2022;27/3/2022
OPT05540-42022;477;18404;52;5;24/4/2022;27/4/2022;29/4/2022
OPT05541-62022;477;17166;41;6;6/6/2022;12/6/2022;15/6/2022
OPT05542-22022;214;15172;39;7;5/2/2022;15/2/2022;16/2/2022
OPT05543-12022;586;29062;34;3;27/1/2022;28/1/2022;4/2/2022
OPT05544-62022;479;12297;64;5;20/6/2022;21/6/2022;25/6/2022
OPT05545-22022;479;22426;38;5;5/2/2022;11/2/2022;13/2/2022
OPT05546-122021;530;23949;62;1;3/12/2021;10/12/2021;13/12/2021
OPT05547-82022;487;11300;8;3;11/8/2022;15/8/2022;21/8/2022
OPT05548-102021;485;20694;29;8;11/10/2021;20/10/2021;22/10/2021
OPT05549-112021;222;25223;59;1;6/11/2021;11/11/2021;12/11/2021
OPT05550-12022;390;16528;16;8;31/1/2022;7/2/2022;7/2/2022
OPT05551-112021;528;12370;36;0;5/11/2021;8/11/2021;15/11/2021
OPT05552-12022;538;25300;50;1;16/1/2022;22/1/2022;22/1/2022
OPT05553-52022;477;17377;16;1;8/5/2022;16/5/2022;18/5/2022
OPT05554-52022;357;12735;21;5;16/5/2022;21/5/2022;24/5/2022
OPT05555-72022;540;19647;57;3;27/7/2022;3/8/2022;4/8/2022
OPT05556-122021;480;13941;11;7;13/12/2021;20/12/2021;23/12/2021
OPT05557-122021;536;17509;2;8;18/12/2021;29/12/2021;29/12/2021
OPT05558-82022;480;13972;29;7;5/8/2022;6/8/2022;13/8/2022
OPT05559-32021;377;23542;24;1;30/3/2021;2/4/2021;5/4/2021
OPT05560-32022;584;24163;48;7;19/3/2022;24/3/2022;26/3/2022
OPT05561-122021;580;17768;7;6;23/12/2021;24/12/2021;31/12/2021
OPT05562-112021;467;12301;36;8;16/11/2021;20/11/2021;27/11/2021
OPT05563-122021;214;16415;46;5;4/12/2021;11/12/2021;13/12/2021
OPT05564-12022;228;14508;50;3;7/1/2022;12/1/2022;15/1/2022
OPT05565-52022;530;26778;46;8;19/5/2022;20/5/2022;26/5/2022
OPT05566-52022;580;22461;7;4;25/5/2022;30/5/2022;30/5/2022
OPT05567-72022;487;22935;62;5;14/7/2022;16/7/2022;22/7/2022
OPT05568-52022;530;11203;46;8;23/5/2022;24/5/2022;28/5/2022
OPT05569-112021;528;19600;14;0;30/11/2021;7/12/2021;7/12/2021
OPT05570-22022;485;14120;16;4;6/2/2022;10/2/2022;12/2/2022
OPT05571-12022;604;23143;21;5;22/1/2022;23/1/2022;30/1/2022
OPT05572-72022;484;20931;53;1;19/7/2022;24/7/2022;24/7/2022
OPT05573-32022;480;12126;60;6;27/3/2022;28/3/2022;1/4/2022
OPT05574-62022;475;27725;6;6;4/6/2022;15/6/2022;15/6/2022
OPT05575-72022;479;11991;52;6;30/7/2022;8/8/2022;10/8/2022
OPT05576-42022;485;15780;6;1;26/4/2022;3/5/2022;7/5/2022
OPT05577-62022;477;11974;45;7;10/6/2022;17/6/2022;18/6/2022
OPT05578-42022;485;15770;10;1;19/4/2022;22/4/2022;26/4/2022
OPT05579-72022;604;23833;25;2;8/7/2022;15/7/2022;15/7/2022
OPT05580-42022;484;12138;48;3;11/4/2022;15/4/2022;17/4/2022
OPT05581-102021;363;12738;52;4;7/10/2021;9/10/2021;16/10/2021
OPT05582-52022;467;19374;9;4;18/5/2022;19/5/2022;24/5/2022
OPT05583-12022;536;24540;17;6;19/1/2022;21/1/2022;30/1/2022
OPT05584-102021;538;19627;25;2;7/10/2021;12/10/2021;13/10/2021
OPT05585-62021;379;24460;42;8;29/6/2021;4/7/2021;4/7/2021
OPT05586-62022;605;25938;44;5;13/6/2022;19/6/2022;23/6/2022
OPT05587-32022;487;24665;13;0;12/3/2022;17/3/2022;19/3/2022
OPT05588-52022;530;28929;47;6;22/5/2022;27/5/2022;28/5/2022
OPT05589-92020;379;13382;59;7;23/9/2020;30/9/2020;2/10/2020
OPT05590-22022;225;18652;13;8;8/2/2022;16/2/2022;18/2/2022
OPT05591-92022;539;14680;22;0;8/9/2022;16/9/2022;17/9/2022
OPT05592-32022;487;21796;29;7;30/3/2022;5/4/2022;8/4/2022
OPT05593-122021;217;11004;4;0;11/12/2021;19/12/2021;20/12/2021
OPT05594-32022;569;29342;62;7;23/3/2022;25/3/2022;29/3/2022
OPT05595-62022;530;27721;62;7;3/6/2022;10/6/2022;13/6/2022
OPT05596-52022;528;16866;18;1;24/5/2022;25/5/2022;29/5/2022
OPT05597-102021;487;18908;21;6;21/10/2021;29/10/2021;29/10/2021
OPT05598-72022;355;18878;62;2;12/7/2022;16/7/2022;23/7/2022
OPT05599-102021;478;12206;54;3;18/10/2021;28/10/2021;28/10/2021
OPT05600-52022;539;18369;65;0;23/5/2022;24/5/2022;29/5/2022
OPT05601-12022;363;14183;65;4;27/1/2022;1/2/2022;4/2/2022
OPT05602-72022;528;12054;50;1;28/7/2022;7/8/2022;8/8/2022
OPT05603-72022;225;25919;5;8;9/7/2022;12/7/2022;15/7/2022
OPT05604-82022;214;11369;16;4;7/8/2022;15/8/2022;16/8/2022
OPT05605-92022;217;11506;63;8;2/9/2022;3/9/2022;7/9/2022
OPT05606-62022;467;12426;60;7;16/6/2022;19/6/2022;24/6/2022
OPT05607-72022;217;11200;6;7;29/7/2022;31/7/2022;8/8/2022
OPT05608-52022;485;16105;58;8;10/5/2022;13/5/2022;17/5/2022
OPT05609-112021;225;19886;51;3;22/11/2021;1/12/2021;1/12/2021
OPT05610-22022;528;15101;10;0;28/2/2022;10/3/2022;11/3/2022
OPT05611-102021;528;24899;61;5;2/10/2021;5/10/2021;10/10/2021
OPT05612-62020;312;12110;54;2;25/6/2020;29/6/2020;1/7/2020
OPT05613-112021;355;13220;2;0;11/11/2021;19/11/2021;20/11/2021
OPT05614-32022;476;19888;10;5;5/3/2022;11/3/2022;15/3/2022
OPT05615-42022;477;11373;11;1;8/4/2022;15/4/2022;15/4/2022
OPT05616-12022;479;16830;46;5;9/1/2022;12/1/2022;18/1/2022
OPT05617-102021;477;21680;26;3;16/10/2021;21/10/2021;23/10/2021
OPT05618-112021;585;14771;61;7;13/11/2021;14/11/2021;20/11/2021
OPT05619-52022;539;14077;58;1;14/5/2022;17/5/2022;19/5/2022
OPT05620-12022;541;25403;20;4;12/1/2022;16/1/2022;20/1/2022
OPT05621-42022;537;13821;10;5;21/4/2022;24/4/2022;26/4/2022
OPT05622-52022;477;11375;29;7;28/5/2022;31/5/2022;5/6/2022
OPT05623-72022;487;22197;4;2;15/7/2022;21/7/2022;22/7/2022
OPT05624-122021;361;11897;44;8;14/12/2021;15/12/2021;22/12/2021
OPT05625-122021;228;13216;41;4;18/12/2021;24/12/2021;28/12/2021
OPT05626-12022;473;26690;13;4;5/1/2022;9/1/2022;16/1/2022
OPT05627-62022;231;24631;54;1;30/6/2022;7/7/2022;9/7/2022
OPT05628-62022;479;22692;20;2;26/6/2022;29/6/2022;5/7/2022
OPT05629-92020;360;11612;65;8;13/9/2020;19/9/2020;23/9/2020
OPT05630-72022;539;11203;15;8;2/7/2022;9/7/2022;10/7/2022
OPT05631-42020;349;11765;55;6;23/4/2020;26/4/2020;28/4/2020
OPT05632-12022;482;20147;5;7;29/1/2022;2/2/2022;5/2/2022
OPT05633-82022;564;12215;48;6;1/8/2022;9/8/2022;11/8/2022
OPT05634-42022;562;11916;15;1;2/4/2022;3/4/2022;7/4/2022
OPT05635-52022;539;29212;29;7;22/5/2022;27/5/2022;28/5/2022
OPT05636-32022;584;13540;31;1;8/3/2022;12/3/2022;18/3/2022
OPT05637-72022;225;23603;50;6;29/7/2022;31/7/2022;4/8/2022
OPT05638-82022;376;15687;53;7;6/8/2022;9/8/2022;13/8/2022
OPT05639-72022;561;11420;65;7;10/7/2022;20/7/2022;20/7/2022
OPT05640-12022;480;24992;6;6;15/1/2022;21/1/2022;23/1/2022
OPT05641-52022;480;11256;29;2;27/5/2022;29/5/2022;7/6/2022
OPT05642-72022;357;20576;38;2;14/7/2022;17/7/2022;20/7/2022
OPT05643-102021;478;21453;59;1;18/10/2021;19/10/2021;25/10/2021
OPT05644-102021;528;15708;16;5;5/10/2021;8/10/2021;15/10/2021
OPT05645-52022;214;13598;65;0;18/5/2022;20/5/2022;23/5/2022
OPT05646-102021;541;12864;51;0;7/10/2021;8/10/2021;12/10/2021
OPT05647-12022;217;12460;40;3;18/1/2022;21/1/2022;24/1/2022
OPT05648-112021;564;24351;21;7;16/11/2021;18/11/2021;21/11/2021
OPT05649-72022;477;11254;53;4;4/7/2022;8/7/2022;11/7/2022
OPT05650-72022;477;27951;10;0;25/7/2022;29/7/2022;3/8/2022
OPT05651-32022;564;24219;35;7;13/3/2022;19/3/2022;22/3/2022
OPT05652-52022;237;15283;4;0;21/5/2022;26/5/2022;29/5/2022
OPT05653-32022;491;11212;32;4;16/3/2022;22/3/2022;23/3/2022
OPT05654-52020;348;26042;52;6;21/5/2020;28/5/2020;1/6/2020
OPT05655-32022;477;24756;22;7;31/3/2022;1/4/2022;8/4/2022
OPT05656-52022;479;11431;56;7;8/5/2022;13/5/2022;14/5/2022
OPT05657-52022;225;13262;20;8;6/5/2022;13/5/2022;15/5/2022
OPT05658-32022;477;13215;47;3;24/3/2022;28/3/2022;30/3/2022
OPT05659-62022;478;21719;22;8;11/6/2022;16/6/2022;17/6/2022
OPT05660-102021;473;14982;17;7;20/10/2021;21/10/2021;30/10/2021
OPT05661-12022;529;20086;11;8;1/1/2022;10/1/2022;12/1/2022
OPT05662-42022;477;14210;42;6;8/4/2022;11/4/2022;19/4/2022
OPT05663-22020;311;18706;42;1;24/2/2020;27/2/2020;2/3/2020
OPT05664-92021;214;24669;17;1;17/9/2021;27/9/2021;28/9/2021
OPT05665-42022;477;19739;53;6;4/4/2022;8/4/2022;10/4/2022
OPT05666-42022;487;15934;26;1;19/4/2022;28/4/2022;30/4/2022
OPT05667-92021;478;20696;62;7;16/9/2021;24/9/2021;25/9/2021
OPT05668-12022;225;22169;6;7;29/1/2022;8/2/2022;8/2/2022
OPT05669-62022;485;19339;6;3;25/6/2022;3/7/2022;6/7/2022
OPT05670-72022;225;15190;52;1;16/7/2022;24/7/2022;25/7/2022
OPT05671-72022;485;23612;59;4;23/7/2022;25/7/2022;31/7/2022
OPT05672-22022;482;13350;38;1;24/2/2022;25/2/2022;3/3/2022
OPT05673-62022;477;25196;46;3;17/6/2022;18/6/2022;24/6/2022
OPT05674-122020;362;26509;14;1;29/12/2020;5/1/2021;6/1/2021
OPT05675-52022;530;27579;8;7;29/5/2022;5/6/2022;7/6/2022
OPT05676-92021;480;11746;7;4;9/9/2021;16/9/2021;17/9/2021
OPT05677-12022;480;11178;60;1;5/1/2022;6/1/2022;13/1/2022
OPT05678-72021;383;19289;38;1;8/7/2021;15/7/2021;17/7/2021
OPT05679-62022;214;24979;19;8;22/6/2022;27/6/2022;30/6/2022
OPT05680-32022;480;22498;11;3;23/3/2022;25/3/2022;29/3/2022
OPT05681-32022;560;12559;11;7;30/3/2022;5/4/2022;5/4/2022
OPT05682-22022;539;11632;40;5;16/2/2022;21/2/2022;22/2/2022
OPT05683-82021;225;28694;10;0;27/8/2021;28/8/2021;4/9/2021
OPT05684-122021;487;13205;54;3;1/12/2021;8/12/2021;10/12/2021
OPT05685-112021;528;12185;35;3;8/11/2021;12/11/2021;13/11/2021
OPT05686-42022;483;21670;2;2;22/4/2022;24/4/2022;30/4/2022
OPT05687-112021;541;23773;40;5;10/11/2021;15/11/2021;18/11/2021
OPT05688-52021;335;27404;53;0;5/5/2021;11/5/2021;15/5/2021
OPT05689-92021;605;24661;6;2;6/9/2021;8/9/2021;14/9/2021
OPT05690-22022;237;13880;11;0;16/2/2022;21/2/2022;21/2/2022
OPT05691-122021;529;24396;8;4;6/12/2021;7/12/2021;15/12/2021
OPT05692-32022;222;20755;47;3;29/3/2022;3/4/2022;6/4/2022
OPT05693-42022;222;21192;48;0;1/4/2022;2/4/2022;9/4/2022
OPT05694-12022;465;11513;35;6;18/1/2022;21/1/2022;26/1/2022
OPT05695-112021;477;28962;41;8;30/11/2021;4/12/2021;8/12/2021
OPT05696-52021;362;21582;36;3;19/5/2021;21/5/2021;24/5/2021
OPT05697-12022;477;11873;46;3;16/1/2022;21/1/2022;27/1/2022
OPT05698-62022;361;12833;22;6;13/6/2022;16/6/2022;23/6/2022
OPT05699-72022;528;14725;42;5;20/7/2022;22/7/2022;31/7/2022
OPT05700-62022;472;13711;32;7;27/6/2022;30/6/2022;5/7/2022
OPT05701-122021;374;19511;30;8;24/12/2021;27/12/2021;29/12/2021
OPT05702-82022;475;19664;43;3;2/8/2022;9/8/2022;11/8/2022
OPT05703-32022;529;29349;17;5;6/3/2022;15/3/2022;16/3/2022
OPT05704-42022;529;16618;54;3;2/4/2022;10/4/2022;10/4/2022
OPT05705-102021;488;17237;59;6;17/10/2021;26/10/2021;26/10/2021
OPT05706-72022;481;13649;27;6;26/7/2022;2/8/2022;3/8/2022
OPT05707-92022;477;17686;35;8;5/9/2022;7/9/2022;11/9/2022
OPT05708-12022;530;13612;5;8;20/1/2022;23/1/2022;26/1/2022
OPT05709-122021;477;29315;24;2;20/12/2021;22/12/2021;28/12/2021
OPT05710-72022;214;26186;62;7;1/7/2022;2/7/2022;7/7/2022
OPT05711-42022;530;12341;25;0;20/4/2022;21/4/2022;1/5/2022
OPT05712-52022;535;12665;45;2;8/5/2022;14/5/2022;15/5/2022
OPT05713-102021;600;18973;49;0;4/10/2021;7/10/2021;9/10/2021
OPT05714-82022;463;20813;14;4;24/8/2022;26/8/2022;1/9/2022
OPT05715-92021;222;20837;31;6;7/9/2021;14/9/2021;18/9/2021
OPT05716-52022;477;12061;12;1;10/5/2022;12/5/2022;20/5/2022
OPT05717-112021;535;20596;39;2;8/11/2021;18/11/2021;18/11/2021
OPT05718-32022;467;15239;39;0;17/3/2022;24/3/2022;25/3/2022
OPT05719-122021;529;24449;26;6;24/12/2021;4/1/2022;4/1/2022
OPT05720-42022;477;21751;47;0;4/4/2022;10/4/2022;13/4/2022
OPT05721-62022;465;20363;34;5;22/6/2022;25/6/2022;1/7/2022
OPT05722-22022;480;11777;50;1;1/2/2022;9/2/2022;12/2/2022
OPT05723-122021;541;24013;39;1;23/12/2021;27/12/2021;29/12/2021
OPT05724-82021;591;17512;54;7;16/8/2021;20/8/2021;27/8/2021
OPT05725-102021;222;19682;62;2;24/10/2021;2/11/2021;3/11/2021
OPT05726-12022;363;15082;38;2;11/1/2022;14/1/2022;21/1/2022
OPT05727-82022;477;21272;57;4;8/8/2022;14/8/2022;18/8/2022
OPT05728-112021;237;18063;53;4;5/11/2021;6/11/2021;10/11/2021
OPT05729-102021;480;25378;18;1;3/10/2021;4/10/2021;10/10/2021
OPT05730-102021;465;19005;13;1;4/10/2021;5/10/2021;13/10/2021
OPT05731-72022;485;21054;65;7;24/7/2022;25/7/2022;31/7/2022
OPT05732-62022;485;18247;15;3;3/6/2022;6/6/2022;11/6/2022
OPT05733-42022;480;11182;2;7;8/4/2022;13/4/2022;17/4/2022
OPT05734-22022;480;20615;31;8;12/2/2022;17/2/2022;19/2/2022
OPT05735-62022;580;15645;52;0;12/6/2022;21/6/2022;23/6/2022
OPT05736-82022;541;29441;11;0;5/8/2022;7/8/2022;15/8/2022
OPT05737-22022;477;21368;51;7;8/2/2022;10/2/2022;16/2/2022
OPT05738-82022;477;22357;65;3;25/8/2022;29/8/2022;31/8/2022
OPT05739-22022;488;15908;24;8;21/2/2022;26/2/2022;27/2/2022
OPT05740-62022;478;11518;45;1;22/6/2022;25/6/2022;1/7/2022
OPT05741-52022;488;21401;63;0;24/5/2022;27/5/2022;29/5/2022
OPT05742-112021;479;12308;56;7;14/11/2021;19/11/2021;19/11/2021
OPT05743-102021;529;18758;28;8;2/10/2021;8/10/2021;10/10/2021
OPT05744-22022;529;11185;43;8;15/2/2022;22/2/2022;23/2/2022
OPT05745-52022;480;11262;16;5;7/5/2022;12/5/2022;12/5/2022
OPT05746-92020;369;15667;6;8;9/9/2020;12/9/2020;18/9/2020
